PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl
00A5v,4r1k1/pp1qr1p1/7p/2pPR3/2P2p2/1PQ2P2/P5PP/4R1K1 w - - 3 33,c3d2 e7e5 e1e5 e8e5,600,90,95,330,crushing endgame short,https://lichess.org/1WXk6Mn2#65
00AB1,8/7Q/3p1kp1/1p6/2b5/2P4P/5PPK/4q3 b - - 8 36,e1c3 h7h8 f6e6 h8c3,1148,75,95,6262,crushing endgame short skewer,https://lichess.org/KQDr21Ph/black#72
00AHY,r6k/3NR1p1/4n2p/5b2/p6P/6R1/8/6K1 w - - 2 43,h4h5 a4a3 g3a3 a8a3 e7e8 h8h7,1219,75,90,1366,advantage endgame long,https://lichess.org/SFxNjHBp#85
00AVR,br1qkb1r/p1pp1ppp/4Pn2/6B1/3Qn3/5NP1/P3PPBP/RN1R2K1 b k - 0 15,d7e6 d4a4 d8d7 d1d7,1923,78,70,37,crushing opening short,https://lichess.org/KxeQFmHl/black#30
00Aae,1R6/1P6/4pkp1/5p2/3P3p/3KP3/8/1r6 b - - 0 43,h4h3 b8f8 f6e7 b7b8q b1b8 f8b8,1019,78,87,332,advancedPawn clearance crushing endgame long promotion rookEndgame,https://lichess.org/mLIjph1r/black#86
00Aas,3r1rk1/1p2q1pp/5p2/8/1P1n4/6Q1/PPbB1PPP/R2B1RK1 w - - 9 20,d1c2 d4e2 g1h1 e2g3 f2g3 d8d2,1309,75,100,437,crushing fork long middlegame,https://lichess.org/wYjuq3zz#39
00Af3,8/8/2B2p1p/P4Pp1/3p1kP1/1b1Pb2P/8/4K3 b - - 0 50,f4g3 a5a6 b3c4 a6a7,1149,76,95,2384,advancedPawn bishopEndgame crushing endgame short,https://lichess.org/JBQDYKyD/black#100
00Ahb,1k4nr/pp1r1ppp/4p3/1Nb2q2/2Pp4/6P1/PP3P1P/R1BQR1K1 b - - 2 14,g8h6 c1f4 f5f4 g3f4,1185,79,90,118,crushing middlegame short,https://lichess.org/Cyj8Qkox/black#28
00Al5,2r3k1/p2q1pbp/1p2pnp1/nB1p4/3P4/1Pr1P2P/P1QB1PP1/2R2RK1 w - - 0 19,b5d7 c3c2 d7c8 c2d2,1832,74,93,976,advantage middlegame short,https://lichess.org/EtyflSie#37
00AoZ,8/1R6/p1pk4/6bp/1QP5/P7/KP6/3r2q1 b - - 2 44,g1c5 b7d7 d6d7 b4c5,1176,75,97,2394,advantage deflection endgame short,https://lichess.org/356BAYqk/black#88
00AuR,8/4bkp1/R6P/4p3/Pp2P3/1P1rB3/6P1/6K1 b - - 0 33,d3e3 h6h7 e3e1 g1h2,1668,85,83,28,advancedPawn crushing endgame short,https://lichess.org/NQjprK7P/black#66
00B3B,2K5/3P4/5b2/p1B5/P7/3k4/6p1/8 w - - 7 77,d7d8q f6d8 c8d8 d3c4,1511,75,93,817,crushing endgame short,https://lichess.org/b7iJvp5Z#153
00B5A,r2qk2r/ppp2ppp/2n1b3/1B1N4/3b4/3P3P/P1P1QPP1/1R2K1NR w Kkq - 4 13,g1f3 d8d5 f3d4 d5d4 b5c6 b7c6,1498,75,95,10948,advantage hangingPiece long middlegame,https://lichess.org/JCYgLgB2#25
00B7G,1rb2r1k/4q2p/p2p4/3B1p2/1pPb4/1P2NQ2/P5PP/2R2RK1 w - - 1 24,g1h1 e7e3 f3e3 d4e3,1579,78,89,67,crushing middlegame short,https://lichess.org/jBgjHSYd#47
00BKa,5rk1/p1Rb1ppp/2n1pn2/8/8/2P3P1/q4PBP/1rNQK2R b K - 2 16,f8c8 c7c8 d7c8 c1a2 b1d1 e1d1,2627,83,95,296,advantage long middlegame,https://lichess.org/0bBHtpd4/black#32
00BM8,r4rk1/pp2bppp/2ppnn2/8/N1P1P3/q1P4P/P2N2PB/R2Q1R1K b - - 0 16,a8d8 d2b1 a3a4 d1a4,1589,75,93,5886,advantage master middlegame short trappedPiece,https://lichess.org/IBbaWSo7/black#32
00BSo,2r3k1/4R1pp/p1p2p2/2p5/2P5/1PbN3P/P4PP1/6K1 w - - 0 25,d3c5 c3b4 e7a7 b4c5,1218,74,91,474,advantage endgame short,https://lichess.org/SjQSgSG9#49
00Bex,1rb1qrk1/6bp/2np4/2pNpp2/2P5/3P1B2/1B3PPP/1R1QR1K1 b - - 0 22,c8e6 d5c7 e8f7 c7e6,1657,121,33,17,crushing middlegame short,https://lichess.org/qNuFxL0D/black#44
00Bg4,3r2k1/1q3ppp/p2rp3/Qp1B4/7P/P4P2/1PP3P1/1K1R3R b - - 0 21,d6d5 a5d8 d5d8 d1d8,1410,86,79,285,backRankMate endgame mate mateIn2 short xRayAttack,https://lichess.org/6qWf8wOP/black#42
00Bm8,8/6kp/4b1q1/1p6/1PpPp2Q/2P1P3/r2N2P1/5RK1 w - - 7 34,d2e4 g6g2,1127,76,86,322,endgame master mate mateIn1 oneMove,https://lichess.org/ynNNLRgG#67
00Bn4,1k6/pp6/4nNp1/P6p/3pr3/7P/3R1PPK/8 b - - 0 40,e4e5 f6d7 b8c7 d7e5,613,105,92,262,crushing endgame fork short,https://lichess.org/jvMUtZF5/black#80
00Bp0,1r2kr2/pp3p1p/2b1pn2/4N3/2P5/1N1B4/P3KP1P/6R1 b - - 4 21,f6e4 e5c6 b7c6 d3e4,1394,74,94,6432,advantage capturingDefender middlegame short,https://lichess.org/GN8F9TsL/black#42
00BrZ,r6r/pp2kb2/3p1p1Q/1N1Pp3/3bP3/P2B2P1/1P4PP/7K w - - 6 28,h6d2 h8h2 h1h2 a8h8 d2h6 h8h6,1486,77,77,422,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/ANKrgoJi#55
00C7m,8/5k2/1P4R1/6PK/1r6/8/8/8 w - - 1 58,h5h6 b4h4,1347,339,100,10,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/ZbuTrTYp#115
00C8e,8/5p1k/5Ppb/2p3P1/1p6/8/KB5Q/3q4 b - - 4 58,d1a4 a2b1 a4d1 b2c1,1394,269,100,3,endgame equality pin short,https://lichess.org/YqVcRoWF/black#116
00CMj,7R/8/8/6p1/2p1p1k1/2PbK2p/P7/8 w - - 4 71,e3f2 e4e3 f2e3 g4g3,1573,75,97,8269,crushing defensiveMove endgame master short,https://lichess.org/JJZ8AIxT#141
00CXr,r2k2nr/pp2qBb1/3p3p/Q5p1/3n1B2/2N2R2/PPP3P1/R5K1 b - - 1 18,b7b6 a5d5 d4f3 g2f3 a8c8 f4d6,2071,76,91,1060,advantage long middlegame sacrifice,https://lichess.org/sr8OoFsx/black#36
00CcK,8/8/3p4/4kp2/1pP3pP/1RbK2P1/8/8 w - - 2 42,b3c3 b4c3 d3c3 f5f4 c3d3 f4g3,1509,196,56,5,crushing endgame long,https://lichess.org/y0n2EkgP#83
00CiZ,5r1k/6b1/3p3p/1P1q2pQ/r5P1/3p1N1P/3R2P1/4R2K w - - 2 34,e1d1 f8f3 g2f3 d5f3,1359,78,84,129,crushing middlegame short,https://lichess.org/PJQUqCX1#67
00Cs4,2r1q1k1/8/b2b1r1p/Pp1pNpp1/3Pn3/1RPQ3P/P1B1NPP1/4R1K1 w - - 3 28,a2a4 b5a4 d3a6 a4b3,1344,89,85,61,advantage middlegame short,https://lichess.org/fswqBBFw#55
00CtS,Q5k1/5q2/p2p4/b1p1pr2/P7/6P1/4KP1R/8 b - - 3 38,g8g7 a8h8 g7g6 h8h6,1151,75,99,1168,endgame mate mateIn2 short,https://lichess.org/yKolw9vl/black#76
00D12,8/6pp/8/3kP3/1p1P2P1/rPpK3P/4R3/8 b - - 1 39,a3b3 e5e6 c3c2 d3c2 b3c3 c2d2,2487,78,91,669,crushing endgame long rookEndgame,https://lichess.org/iC0vC5to/black#78
00D77,5rk1/bpp3pp/p1npb3/4p3/1P2Nr1q/P1PP3P/1B1QBPR1/2K3R1 b - - 2 21,h4h3 g2g7 g8h8 e4g5,1813,74,92,1023,crushing kingsideAttack middlegame short,https://lichess.org/PgppfwbE/black#42
00D7x,rnq2r2/pp3pbk/3p1n2/2pPpPQ1/2P1P3/2N2NP1/PP4KP/R4R2 b - - 2 18,f8g8 g5h4 g7h6 h4f6,1504,75,96,6474,crushing deflection middlegame short,https://lichess.org/RKX1Co2s/black#36
00DEc,8/p5pk/1p3b1p/3r3P/6P1/3nBN2/P4PK1/4R3 w - - 3 30,e1d1 d3f4 e3f4 d5d1,1092,76,87,163,crushing discoveredAttack endgame short,https://lichess.org/T0mRW37D#59
00DPQ,2k4r/pp3pp1/4pn2/2np2p1/8/1B1P1Pq1/PPPN1R2/R2Q3K w - - 6 20,f2h2 g3h2,762,97,84,94,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/AKiNfVd0#39
00DTg,r2qk2r/1pp2ppp/p1pb1n2/4P3/3Q4/2N2b2/PPP2PPP/R1B2RK1 w kq - 0 10,e5f6 d6h2 g1h2 d8d4,1159,79,93,1321,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/EqbT8Dsc#19
00DZe,8/5k2/7p/p1P1bPpP/Pp2P3/1P1pBK2/8/8 w - - 1 47,e3f2 g5g4 f3e3 e5d4 e3d3 d4f2,2387,77,96,1001,bishopEndgame crushing deflection endgame long master skewer,https://lichess.org/MVHl8Zy9#93
00DdW,5rk1/4bppp/4b3/1p1pPpPP/2pP4/2P5/rqNQKP2/2RRN3 b - - 5 23,e7a3 c1b1 b2b3 b1b3,1732,75,90,696,advantage middlegame short trappedPiece,https://lichess.org/bT7kcwFH/black#46
00Dt6,5rk1/p4p1p/4p1p1/5nq1/8/5QPP/5PK1/2RR4 w - - 6 35,c1b1 f5h4 g2f1 h4f3,1212,79,67,41,crushing endgame pin short,https://lichess.org/TTZUVvIZ#69
00Dw8,8/2p1N1p1/3r3p/6k1/3p4/6P1/6KP/3R4 w - - 0 42,h2h4 g5f6,1491,233,100,4,defensiveMove endgame equality oneMove,https://lichess.org/dlF3OKdi#83
00E4Z,1r4k1/p4p1p/6p1/3rb3/K7/2PpB3/1P1R1PPP/7R w - - 1 25,h1d1 d5d6 b2b4 e5c3 e3c5 d6a6,2302,81,84,157,advantage endgame long master masterVsMaster quietMove,https://lichess.org/YRE2uOtG#49
00EBZ,3rr1k1/p4pp1/1pp4p/3pPQ2/1P3P2/2P3qP/P2R2P1/5RK1 w - - 1 24,f1f3 g3e1 g1h2 e1d2,1019,75,98,1221,crushing endgame fork short,https://lichess.org/FrMf0UcF#47
00EDN,rnbq1rk1/p4ppp/1p2p3/2p5/2QPn3/2P1PN2/P3BPPP/R1B2RK1 w - - 0 11,c1a3 c8a6 c4a6 b8a6,1734,90,72,25,advantage middlegame short,https://lichess.org/clViyZ2d#21
00EEp,3k2q1/pb1p3p/1p1P4/2p5/2P2Q1K/8/P7/5R2 b - - 2 36,b7g2 f4f8 g8f8 f1f8,1593,83,83,53,endgame mate mateIn2 short,https://lichess.org/dWHeDlRz/black#72
00EJb,6k1/5pp1/2R1p2p/8/P1B5/1P4P1/1q3Q1P/3r2K1 w - - 1 35,g1g2 d1d2 c6c8 g8h7 c4d3 f7f5 c8c2 d2f2,2279,77,88,327,advantage endgame pin veryLong,https://lichess.org/ki9WEgCM#69
00EUu,8/5P1P/1p4K1/8/6P1/8/2p5/k6r b - - 0 62,h1h6 g6h6 c2c1q g4g5 c1c6 h6g7,2491,77,92,1086,crushing defensiveMove endgame long,https://lichess.org/u5HjwjcV/black#124
00EbJ,r2q1rk1/ppp2ppp/2nbb3/8/6n1/2NPBN2/PPP1BPPP/R2QK2R w KQ - 5 9,f3g5 g4e3 f2e3 d8g5,1216,93,53,70,capturingDefender crushing opening short,https://lichess.org/wlZv7BWx#17
00Ec4,2rq1r1k/p5pp/8/1p1BpPb1/2Pp2Q1/P2P2R1/6PP/R5K1 b - - 3 25,c8c7 g4g5 d8g5 g3g5,837,94,85,339,crushing middlegame short,https://lichess.org/HUFGdjKK/black#50
00EoE,r1b1k3/ppr4p/5p2/5p2/8/2P3P1/P4PP1/4RK1R b q - 1 23,e8f7 h1h7 f7g6 h7c7,961,85,100,41,crushing endgame short skewer,https://lichess.org/25vOJGCF/black#46
00Er4,r3k2r/p1bN2pp/2p1pp2/3p3b/3P1q2/2N4P/PPPQ1PP1/R3R1K1 w kq - 0 16,e1e6 e8d7 d2f4 c7f4,1304,75,74,136,crushing hangingPiece middlegame short,https://lichess.org/xukRQ21f#31
00Ezc,rnb1k2r/ppp4p/3b1qp1/3P1pBQ/4p2N/2N5/PPP2PPP/R3R1K1 b kq - 1 13,f6f7 c3e4 f5e4 e1e4,2130,76,89,869,crushing middlegame short,https://lichess.org/DlEjvVuJ/black#26
00F5G,2rqrbk1/pp3ppp/4n3/3p1N2/3NnBQ1/2P4P/PP3PP1/R4RK1 b - - 14 22,e6f4 f5h6 g8h8 h6f7,1536,95,67,37,crushing deflection kingsideAttack middlegame pin short,https://lichess.org/HLNR4ZJ8/black#44
00FF5,r3k3/ppp1qp2/1b1p3p/4p2r/2B1P1b1/P1PP1P2/1P4PQ/RN3R1K b q - 2 18,e7h4 c4f7 e8e7 f7h5,1982,75,100,72,attackingF2F7 crushing middlegame short,https://lichess.org/YBDgjNpz/black#36
00FHX,2r3k1/5p1p/4pP2/3p3P/8/5P2/p1b3P1/2R3K1 b - - 0 30,c2b1 c1c8,765,115,100,64,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/rztVgThB/black#60
00FON,1k6/8/8/6p1/1pp5/p4PP1/N1P4P/7K w - - 0 38,h2h4 b4b3 c2b3 c4b3,1137,79,94,283,crushing endgame knightEndgame short,https://lichess.org/D9f2JIE8#75
00FPo,7R/1K3p2/6k1/PP4p1/8/6rp/8/8 b - - 2 47,g5g4 a5a6 h3h2 h8h2,1924,77,93,3366,crushing endgame rookEndgame short,https://lichess.org/6C03NLdu/black#94
00Fyu,r7/p1qbppbk/2p3p1/2pp4/4PP2/1P1P1N2/P1P3PP/3Q1RK1 b - - 2 16,d7g4 f3g5 h7g8 d1g4,977,245,-100,3,advantage discoveredAttack middlegame short,https://lichess.org/kjeZtnnv/black#32
00GAf,r5k1/5pp1/1p1rb2p/3pR2q/p1pP4/P1P3Q1/5PPN/4R1K1 b - - 1 30,h5g6 g3g6 f7g6 e5e6 d6e6 e1e6,1366,76,70,238,crushing long middlegame,https://lichess.org/DJ3edB5i/black#60
00GBV,3r1rk1/pp2n1pp/8/8/Nq6/1PB5/P3QPPP/4R1K1 b - - 1 25,b4d6 e2e7 d6e7 e1e7,1459,77,82,298,advantage middlegame short,https://lichess.org/MksLS6CR/black#50
00GHw,r1bq1r2/1p4kp/4p1p1/1NpPp1P1/2P1P3/pPQ4B/P4n2/2KR3R b - - 1 21,f2h1 c3e5 g7g8 d5e6 d8e7 d1h1 e7g7 e5g7,2603,88,84,98,advantage middlegame veryLong,https://lichess.org/VU9ATvfr/black#42
00GRa,1r3rk1/2p1Nppb/p2nq3/1p2p1Pp/4Qn1P/2P1N3/PPB2P1K/3R2R1 b - - 5 28,e6e7 e4h7,630,106,93,335,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/QiJhfG8J/black#56
00GVf,2b2k2/6q1/pn4p1/1rp2p2/8/8/1P2Q1P1/1K2R2R b - - 3 32,c8d7 h1h8 g7h8 e2e7 f8g8 e7d8,1732,75,91,171,crushing exposedKing long middlegame sacrifice,https://lichess.org/sTFSNjA5/black#64
00GWg,1r1r2k1/pp4pp/2nNb3/2R2p2/2P1p3/8/P4PPP/3BR1K1 w - - 1 26,d6b7 b8b7 c5c6 b7b1 g1f1 d8d1 e1d1 b1d1 f1e2 e6d7,2211,76,100,116,crushing middlegame veryLong,https://lichess.org/M7Dta3mv#51
00GYk,1r4k1/p3p1bp/1n3qp1/6B1/6Q1/1P4pP/P5B1/3R3K b - - 0 29,f6e5 g5f4 e5f4 g4f4,1680,76,69,54,crushing master middlegame short,https://lichess.org/YCWBuQpY/black#58
00GcF,6r1/1p1bRk2/p2q1n1r/3p4/3Q4/1P1B3P/P1P2PP1/4R1K1 b - - 4 27,d6e7 e1e7 f7e7 d4e3 e7f7 e3h6,1728,74,93,4387,advantage attraction exposedKing fork long middlegame,https://lichess.org/vZo2lFXq/black#54
00Gt0,R7/4k3/5p2/3p2p1/4b2p/2K1P2P/5PP1/8 w - - 2 47,f2f3 d5d4 c3d4 e4a8,1053,77,83,102,crushing discoveredAttack endgame master short,https://lichess.org/5OO7Wczb#93
00GuG,2R5/7p/1K4k1/8/5p2/5n2/8/8 w - - 0 63,c8c6 g6f5 b6c5 h7h5,2447,86,90,707,advantage defensiveMove endgame master short,https://lichess.org/6xU6SaA2#125
00Gvr,8/1b3pp1/1k4Pp/4K2P/4PP2/8/8/8 b - - 0 46,f7f6 e5e6 b7e4 e6f7,1179,78,93,1514,advantage bishopEndgame defensiveMove endgame master short,https://lichess.org/tHhRpYsL/black#92
00Gz6,r7/p3qkp1/1p4p1/3Nn3/Q7/4PP2/PP3K2/6R1 b - - 0 25,e7c5 a4f4 f7e6 f4e4 a8f8 g1g6,2606,87,91,310,crushing endgame fork long pin,https://lichess.org/F80hPRFE/black#50
00H1C,r3r3/1kpRnqpp/p4p2/Qp2P2P/1N6/4Pb2/PPP3P1/2K2R2 b - - 0 22,e7c6 a5c7,1456,83,80,305,mate mateIn1 middlegame oneMove,https://lichess.org/GzcjOw0p/black#44
00H2I,4rrk1/ppp2pp1/7p/3n4/3P3q/1P2p2P/P5P1/R1BQRBK1 w - - 2 23,c1b2 h4f2 g1h2 f2b2,2049,79,85,38,crushing fork middlegame short,https://lichess.org/cCjO5vXk#45
00H87,6k1/2q1pp2/p5pB/2p4n/3pP1Q1/P2P3P/1r4P1/5RK1 b - - 1 30,c7g3 g4c8 g8h7 f1f7 h5g7 f7g7 h7h6 c8h8 h6g5 g7g6 g5g6 h8g8 g6f6 g8g3,2000,76,88,396,attraction crushing deflection endgame sacrifice skewer veryLong,https://lichess.org/hQEAqclb/black#60
00HGG,8/pp6/2p1kpp1/3p4/3P1PPp/1P3K2/P1P4P/8 w - - 0 31,g4g5 f6g5 f3g4 g5f4 g4f4 e6f6,1671,76,87,109,crushing defensiveMove endgame long pawnEndgame,https://lichess.org/JyqJknFl#61
00HSV,r2q1kr1/ppp2p1p/2n5/8/3P4/P2BP1N1/1P1Q1PbP/R3K2R w KQ - 0 17,d3h7 g8g3 f2g3 g2h1,1740,84,70,38,advantage middlegame short,https://lichess.org/RldMoyAB#33
00HVU,r2qkb1r/ppp1pppp/8/3p3Q/3n1P2/3B3P/PPP2PP1/RN2K2R b KQkq - 1 9,g7g6 h5e5 d4f3 g2f3,1454,74,91,1009,advantage fork middlegame short,https://lichess.org/SHbaicFX/black#18
00HZC,4r1k1/pp1qn3/2p4R/6p1/3P1rR1/3Q2P1/PP3P1P/6K1 b - - 0 31,f4g4 d3h7 g8f8 h6f6,1529,75,61,126,endgame mate mateIn2 short,https://lichess.org/SPwu7cIA/black#62
00HoG,5r1k/5r2/2b2RQp/1p1p2p1/1q4P1/8/8/1B3R1K b - - 0 36,f7f6 g6h7,1281,148,100,51,mate mateIn1 middlegame oneMove,https://lichess.org/zwJu9mKP/black#72
00Htd,rnbqk2r/1p3ppp/p4b2/2Pp4/8/2N2N2/PP2PPPP/R2QKB1R w KQkq - 0 9,d1d5 f6c3 b2c3 d8d5,954,74,99,641,crushing intermezzo opening short,https://lichess.org/ZWQwqa9S#17
00Hxb,1rbr1k2/p4ppp/2B5/2pR1NP1/2P5/P7/7P/4R1K1 b - - 0 27,d8d5 e1e8,1102,80,83,1097,endgame mate mateIn1 oneMove,https://lichess.org/FW9LwaHK/black#54
00ICz,2k2rr1/1p1q3p/1p2p3/1NbpQ3/P1p2P2/6P1/6KP/R4R2 b - - 0 31,f8f5 b5a7 c8d8 e5b8 d8e7 b8g8,1186,79,90,106,crushing long middlegame skewer,https://lichess.org/aGEDdbh2/black#62
00IDw,4r3/pN3kpp/2N1b3/2R5/5b2/P7/1P3PPP/7K w - - 1 30,g2g3 e6h3 c5c1 f4c1,1821,75,85,140,advantage endgame quietMove short,https://lichess.org/KmTVU8Fo#59
00IF7,b3k2r/4bpp1/2q1p2p/1p1nP3/1Pp1N3/2P5/2B2PPP/2BQR1K1 w k - 0 19,c1e3 d5c3 d1g4 c3e4,1621,87,55,25,crushing middlegame short,https://lichess.org/7PRHzjIO#37
00IPp,4Q3/6pk/p3p2p/5p2/1p1P2P1/4q2P/2B1n2B/7K w - - 0 35,g4f5 e3f3,1592,88,82,1306,endgame mate mateIn1 oneMove,https://lichess.org/JKNcTJw1#69
00ISm,5r2/4bp1k/2ppq1p1/4p1Q1/4N2P/3P4/1P1R1P2/4K1R1 b - - 0 29,e7g5 e4g5 h7h6 g5e6,907,88,84,82,crushing endgame fork short,https://lichess.org/Nx7iGvHH/black#58
00IUT,1r2r1k1/ppp1q1pp/4b3/4P3/1Q1p1P2/8/P5PP/R1BR2K1 w - - 6 19,d1d4 c7c5 b4a3 c5d4 a3e7 e8e7,1447,74,96,10298,crushing fork long middlegame,https://lichess.org/93xXeKdX#37
00IYH,rnbq1rk1/ppp2pp1/3p1n1p/2b1p2N/2B1P3/3P4/PPP2PPP/RNBQ1RK1 b - - 2 7,c8g4 h5f6 d8f6 d1g4,1111,75,96,1845,advantage kingsideAttack opening short,https://lichess.org/D9n0j4f5/black#14
00IaZ,4R3/1k2R3/3K2p1/1P6/1P6/2rp3r/8/8 b - - 3 45,b7b6 e8b8,946,84,91,419,endgame master mate mateIn1 oneMove rookEndgame,https://lichess.org/MA0bo8dV/black#90
00IiM,r5k1/pp4p1/1n6/3pB3/3P2pb/2NQ1r2/PP6/2K3R1 w - - 2 24,d3f3 g4f3 g1g7 g8f8,1748,74,92,1628,advantage middlegame short,https://lichess.org/qzEITbaG#47
